DATE_REFERAL,OBLAST,RAION,SETTLEMENTS,ADMIN1,ADMIN2,ADMIN4,INFORMANT,REFERRAL_AGENCY,GCA_NGCA,ALERT_TYPE,CONFLICT_RELATED,NEED_TYPE,DESCRIPTION,CONTEXT,AFFECTED,NO_AFFECTED,SOURCE_INFO,CLUSTER,RESPONSE_PARTNER,CONFIRMATION,ACTION,NO_BENEFICIARIES,STATUS,DATE_UPDATE,GAP_BENEFICIARIES,UNCOVERED_NEEDS,ADDITIONAL_INFO_LINK,COMMENTS,latitude,longitude
2015-02-22,Luhanska,Markivskyi,Komuna,4400000000,4422500000,4422555101," ","laborum excepturi nulla",GCA,"Mine Risk",Yes,"Access to humanitarian assistance"," ","Optio aliquam quaerat nisi impedit. Reiciendis fugit nemo magnam nisi occaecati iure rem vel.",Individuals,118,"laborum soluta est",Health/Nutrition," ",No,"quasi minima eveniet consequatur eum delectus voluptate expedita",71,"Not addressed",2015-10-21,43,"dolore aut maiores"," "," ",49.463,39.594
2015-03-23,Donetska,Kostiantynivskyi,Zoria,1400000000,1422400000,1422482301,"excepturi commodi necessitatibus","occaecati aperiam odio",GCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs"," "," ",Community,101,"vitae officiis eveniet",Protection," ",Yes," ",36,"Not addressed",2016-06-08,20,"minima minus ut"," "," ",48.368,37.671
2016-05-22,Donetska,Yasynuvatskyi,"Novoselivka Persha",1400000000,1425500000,1425583201,"maiores perspiciatis quo"," ",GCA,"Need Overview",Yes,"Access to shelter"," ","Ab nemo dolores reiciendis maiores et a. Ratione quibusdam corporis rerum soluta quaerat ipsam.",Individuals,64," ","Emergency Shelter/NFI","beatae odit iusto",No," ",59,resolved,2016-06-21,3,"quidem reprehenderit blanditiis",http://larsen.com/tag/main/,"Quis illum voluptatum nobis suscipit ex ratione. Voluptatibus occaecati dolore tempora. Minus necessitatibus debitis earum labore.",48.19,37.543
2015-08-10,Luhanska,Krasnolutska,"Krasnyi Luch",4400000000,4411600000,4411600000,"suscipit ex iure","enim incidunt repudiandae",GCA,"Support Request",No,Other,"Similique iusto fugit minus cumque. Atque labore beatae voluptatibus quam. Provident sapiente odit minima reprehenderit.","Veritatis magnam nihil debitis et laudantium. Fugit at iure magni rem occaecati eligendi numquam.",Individuals,20," ","Food Security"," ",Yes,"earum fugiat magni facilis earum ullam similique impedit",2,"Addressed but unresolved",2015-08-11,7,"quis consectetur nesciunt",http://martin.info/index.html," ",48.138,38.926
2016-02-03,Donetska,Khartsyzka,Tretiaky,1400000000,1415000000,1415070803,"possimus vitae vero"," ",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs"," "," ",NDP,136," ",Education," ",Yes,"quo omnis neque nam ea nihil occaecati at",123,"Addressed but unresolved",2016-02-03,70,"ad natus veritatis"," ","Vel rerum eveniet corrupti nobis. Molestiae numquam ipsum maiores totam quibusdam quis similique. Sapiente vitae reiciendis quis.",47.911,38.209
2016-01-27,Donetska,Zhdanivska,"Molodyi Shakhtar",1400000000,1412100000,1412147017,"reprehenderit iure cumque"," ",GCA,"Need Overview",No,"Access to shelter","Quasi reprehenderit accusamus voluptatem perspiciatis illo cupiditate. Distinctio facilis placeat rem beatae harum.","Officia quaerat veniam quos sunt. Dignissimos ratione fuga saepe.",Community,81,"praesentium modi deleniti",Education,"voluptas distinctio earum",Yes," ",33,"Not addressed",2016-03-23,52," "," "," ",48.103,38.247
2015-07-22,Luhanska,Antratsytska,Bokovo-Platove,4400000000,4410300000,4410345300,"eveniet ea nobis"," ",GCA,"Support Request",No,"Access to NFI","Cupiditate possimus quasi earum occaecati doloremque fugiat veniam. Voluptatem unde blanditiis quam pariatur.","Officia illo omnis dicta molestiae. Mollitia aspernatur nesciunt vero suscipit quaerat ut.",Community,129," ","Food Security"," ",No," ",73,resolved,2015-09-26,55,"eligendi a cum"," ","Maxime error minima delectus eaque officia ratione. Necessitatibus ex possimus architecto quis. Libero eveniet velit sint in. Impedit aperiam magni architecto itaque numquam animi.",48.121,39.012
2015-08-01,Donetska,Volnovaskyi,Krasnivka,1400000000,1421500000,1421583201,"natus eos accusantium","iste nam tempore",NGCA,"Need Overview",No,Other,"Debitis voluptatum sint consectetur ut exercitationem. Repellendus quis blanditiis nulla laudantium."," ",NDP,114," ","Food Security","alias pariatur itaque",No,"voluptatum provident nobis nostrum nihil quia alias nesciunt",7,resolved,2015-10-09,76," "," ","Ducimus minima vel vero sapiente a error consectetur veritatis. Ea exercitationem aspernatur odit culpa.",47.406,37.442
2015-12-29,Luhanska,Rovenkivska,Novodarivka,4400000000,4412300000,4412346900,"magni eaque vitae"," ",NGCA,"Need Overview",Yes,"Access to shelter","Sit explicabo aut rerum. Iusto eum fugiat consequuntur aliquam a quod. Voluptate itaque tempore unde eveniet."," ",Community,101," ",Education,"nihil architecto vel",No," ",20,"Addressed but unresolved",2016-01-25,57," "," ","Aperiam non excepturi molestiae repellat corrupti nesciunt. Fugit quidem minima iste autem quidem. Quae nobis enim eius perferendis voluptates.",48.081,39.49
2016-04-10,Donetska,Avdiivska,Avdiivka,1400000000,1410200000,1410200000,"incidunt excepturi voluptates","harum doloribus numquam",GCA,"Need Overview",Yes,"Presence of landmines and/or EWRs"," "," ",Community,32," ","Emergency Shelter/NFI","est nemo debitis",No," ",6,"Not addressed",2016-04-17,17," ",http://www.young.biz/login/," ",48.149,37.741
2015-09-07,Donetska,Velykonovosilkivskyi,Burlatske,1400000000,1421200000,1421286602," ","voluptatum sit optio",NGCA,"Mine Risk",No,"Access to health services","Quis iure laboriosam exercitationem alias. Iste saepe quo ratione sint et quis.","Natus impedit consequuntur officia. Nemo natus veniam vitae hic.",Individuals,63,"corrupti quos nisi","Water Sanitation Hygiene"," ",Yes," ",30,resolved,2016-03-22,2,"dolores distinctio at",http://www.dixon-martin.biz/category/wp-content/list/post/,"Ad at quia fugit reprehenderit explicabo. Eligendi minima harum pariatur. Inventore dolor quisquam voluptas nobis tempore eligendi inventore. Nostrum non sequi sequi quidem veniam.",47.89,36.743
2015-05-09,Luhanska,Troitskyi,Maslakove,4400000000,4425400000,4425484003,"aut facere cum","voluptates illum occaecati",GCA,"Mine Risk",Yes,"Access to humanitarian assistance","Magni dolor voluptates est laboriosam esse a. Repellat tempora reprehenderit quae dicta soluta quidem doloremque.","Voluptate quaerat deleniti facilis velit dolorem. Deleniti delectus animi distinctio.",IDP,61," ","Livelihoods/Early Recovery"," ",Yes,"enim ducimus distinctio saepe quae incidunt distinctio nisi",56,"Not addressed",2016-06-24,27,"est dolor repellendus",http://www.lucas.com/terms.html,"Ex quasi maiores molestiae quae. Dolore aut culpa suscipit nemo vero voluptatem ullam repudiandae. Accusamus vero accusantium facere repellendus soluta reiciendis.",49.845,38.643
2016-02-16,Luhanska,Milovskyi,Zorynivka,4400000000,4422800000,4422883302,"eligendi velit accusantium","nisi corporis eveniet",NGCA,"Support Request",No,"Access to water","Iste illo sapiente minima eius nostrum odio. Quis placeat numquam distinctio voluptatibus.","Nam aut in dolores. Maiores recusandae harum soluta et. Quis accusamus nemo fuga.",NDP,47,"veniam libero impedit","Water Sanitation Hygiene","a velit accusamus",No," ",34,"Not addressed",2016-04-04,12,"ducimus voluptatum eos"," ","Voluptas quos iste adipisci voluptatem officia laborum possimus. Delectus repudiandae placeat nam earum porro. Quibusdam ex corporis sequi facere distinctio expedita odio. Harum ipsa fugiat dolorum.",49.471,40.022
2015-12-31,Luhanska,Novopskovskyi,Hanusivka,4400000000,4423300000,4423380701," ","porro cum voluptatum",GCA,"Support Request",No,"Access to NFI","Nemo earum iure deleniti nulla. Nam optio iusto quam provident recusandae. Odit eveniet rem ut autem laborum inventore nostrum."," ",Individuals,110,"impedit doloremque nulla","Water Sanitation Hygiene"," ",No," ",93,"Addressed but unresolved",2016-03-08,101,"doloremque vero rem",http://hall.org/category/faq.htm," ",49.704,39.371
2015-05-16,Donetska,Dymytrivska,Dymytrov,1400000000,1411300000,1411300000,"atque occaecati error"," ",GCA,"Need Overview",No,"Access to health services"," ","Ea necessitatibus suscipit minima quos. Cum quae ipsam unde. Eius sequi eaque nam nostrum.",IDP,48,"repudiandae magnam vel","Livelihoods/Early Recovery"," ",Yes," ",41,resolved,2016-02-02,7," "," "," ",48.269,37.283
2015-05-04,Donetska,Dokuchaievska,Dokuchaievsk,1400000000,1411600000,1411600000,"eos exercitationem autem","tempore eos cupiditate",NGCA,"Mine Risk",No,"Access to health services","Eaque tempore voluptates ea pariatur reiciendis totam maiores. Rem error at doloribus. Quidem aliquam velit nobis voluptatibus."," ",NDP,6," ",Logistics,"quidem mollitia exercitationem",No,"maxime saepe saepe debitis sit id temporibus repellendus",1,"Addressed but unresolved",2015-10-20,0," ",http://nunez.com/about.php," ",47.749,37.677
2016-01-31,Luhanska,Stakhanovska,Almazna,4400000000,4413100000,4413170200,"atque natus iste"," ",NGCA,"Support Request",Yes,"Presence of landmines and/or EWRs"," ","Facilis iusto laboriosam aut veritatis rerum sint. Minima aspernatur incidunt nemo ab at.",IDP,34,"placeat esse nam","Water Sanitation Hygiene","recusandae voluptate fuga",No," ",8,resolved,2016-05-05,23,"dolore excepturi exercitationem"," "," ",48.523,38.582
2015-01-04,Donetska,Novoazovskyi,Bezimenne,1400000000,1423600000,1423681101,"odio ex id","incidunt incidunt odit",NGCA,"Mine Risk",Yes,"Presence of landmines and/or EWRs","Quasi odit pariatur doloribus accusamus similique eaque occaecati. Reprehenderit quod odit odit provident necessitatibus.","Officiis illum ut id ut voluptas. Fuga eveniet numquam quibusdam maxime.",IDP,37," ","Water Sanitation Hygiene","saepe delectus ad",No," ",11,"Not addressed",2016-07-05,9,"natus similique quis",http://moss.org/search/,"In totam distinctio fuga laudantium. Blanditiis inventore sit eos quis at quasi corporis. Cupiditate totam sed autem praesentium reprehenderit magnam. Magnam id optio reiciendis in neque pariatur.",47.106,37.939
2015-12-07,Luhanska,Krasnodonska,Molodohvardiisk,4400000000,4411400000,4411470400,"tempora ratione deserunt"," ",GCA,"Mine Risk",No,"Access to humanitarian assistance","Repellat ex suscipit quasi repudiandae. Dolores quisquam hic dicta unde odit sequi qui. Laboriosam nisi libero quaerat.","Qui esse neque neque aliquid qui. Repellat quis fugit vero temporibus.",NDP,37,"eum inventore illo","Emergency Shelter/NFI","doloremque sequi in",No," ",9,"Addressed but unresolved",2016-01-23,9," "," "," ",48.347,39.656
2016-02-17,Luhanska,Svativskyi,Khomivka,4400000000,4424000000,4424081002," "," ",NGCA,"Mine Risk",Yes,"Access to water"," ","Excepturi culpa facilis odio nihil accusamus. Ex enim occaecati dicta facilis sequi.",Individuals,39,"officia iusto commodi",Protection,"exercitationem quis beatae",No,"delectus eveniet quasi nesciunt commodi error tenetur sapiente",2,"Not addressed",2016-07-01,33," "," "," ",49.504,38.149
2015-07-23,Donetska,Kostiantynivskyi,"Zelene Pole",1400000000,1422400000,1422485804,"illum quod sunt","corrupti sunt optio",GCA,"Need Overview",Yes,"Access to water","Facilis deleniti ut aut optio officia. Eum porro ut nemo porro. Excepturi fugiat voluptate iste veritatis laboriosam laborum.","Provident repellendus omnis ad expedita asperiores. Natus recusandae commodi quaerat neque sint.",IDP,95,"iste unde debitis",Education," ",No,"labore iusto necessitatibus nostrum porro corrupti vero amet",30,"Addressed but unresolved",2016-02-01,18,"quis nisi hic"," ","Provident voluptatem est incidunt quae. Nam magnam eveniet quia quo voluptatibus. Ipsa molestiae qui pariatur maiores. Dolorum veritatis numquam odio nemo eveniet.",48.33,37.576
2015-11-02,Luhanska,Kirovska,Kirovsk,4400000000,4411000000,4411000000," ","ullam dolorem itaque",NGCA,"Need Overview",No,Other,"Fuga in velit temporibus harum quas quis at. Odio totam nesciunt quo iusto. Consectetur unde perspiciatis porro numquam."," ",NDP,135," ",Health/Nutrition," ",No," ",20,resolved,2016-06-10,128," "," "," ",48.637,38.642
2015-07-04,Luhanska,Alchevska,Alchevsk,4400000000,4411200000,4411200000,"eligendi consequatur quasi"," ",GCA,"Need Overview",No,Other,"Non aut deserunt quia ipsa. Deleniti saepe consequatur porro temporibus est dolor hic repellendus.","Dignissimos ullam magnam quo amet recusandae. Iusto quaerat quaerat similique vel maiores.",IDP,69,"velit consequatur deleniti","Water Sanitation Hygiene","quam officia voluptates",Yes," ",19,"Addressed but unresolved",2016-01-28,32," "," ","Repellat occaecati ad ipsam fuga. Omnis possimus perspiciatis fugit excepturi similique animi similique. Incidunt ad eum aut natus iure nobis.",48.48,38.793
2015-11-30,Donetska,Starobeshivskyi,Chumaky,1400000000,1424500000,1424580509,"amet sapiente autem"," ",NGCA,"Support Request",No,"Access to humanitarian assistance"," "," ",Community,10,"ex aliquid quos",Education,"illum porro velit",No," ",8,"Addressed but unresolved",2015-12-26,1," "," ","Repellat impedit minus a autem consectetur magnam. Ex quod suscipit corporis tenetur quod. Voluptatibus exercitationem harum enim suscipit.",47.788,38.113
2015-05-02,Donetska,Starobeshivskyi,Vesele,1400000000,1424500000,1424583504,"consequatur autem corporis","officia expedita nam",NGCA,"Need Overview",No,"Access to water","Quisquam dicta deleniti odio saepe sapiente repudiandae. Aliquid deleniti at quae voluptate. Iste quis et ullam perferendis.","Aut aut dolores aliquam ea. Quas magnam sapiente vel voluptatem blanditiis voluptatum iusto maxime.",NDP,15," ","Food Security"," ",No,"accusamus earum quas aliquid iste eius suscipit nam",8,"Not addressed",2016-01-23,10," "," ","Culpa repudiandae occaecati quod nam cum. Est quasi qui fuga nemo sit eveniet omnis earum. Suscipit aut possimus minima quae perferendis animi impedit.",47.631,38.079
2016-02-26,Donetska,Novohrodivska,Novohrodivka,1400000000,1413600000,1413600000,"magni vero fugit","soluta nulla dolores",NGCA,"Need Overview",Yes,"Access to humanitarian assistance","Enim culpa labore sequi. Fuga voluptatem temporibus deleniti ipsa cum alias. Vero voluptatem itaque dolores ea.","Repellat at veritatis commodi temporibus pariatur. Eum dolorum dolore asperiores magni atque.",IDP,34,"consequatur consequuntur natus","Livelihoods/Early Recovery"," ",Yes," ",27,resolved,2016-07-13,13," "," ","Amet corrupti soluta perspiciatis voluptatem esse. Fugit saepe itaque vitae maxime aut est. Sint dolorem sunt occaecati quibusdam pariatur.",48.2,37.341
2016-03-19,Luhanska,Troitskyi,Vivcharove,4400000000,4425400000,4425484001," "," ",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs"," "," ",IDP,19," ","Food Security"," ",Yes," ",17,"Not addressed",2016-05-16,13,"laborum repellendus explicabo"," "," ",49.841,38.624
2016-05-02,Donetska,Yasynuvatskyi,Semenivka,1400000000,1425500000,1425584305," "," ",NGCA,"Support Request",No,Other," ","Numquam dolore ratione assumenda quia. Veniam fugit mollitia architecto perspiciatis.",Individuals,96,"quod placeat nam",Health/Nutrition," ",Yes," ",71,"Not addressed",2016-05-24,74,"molestias suscipit in"," "," ",48.18,37.63
2016-04-25,Luhanska,Rubizhanska,Rubizhne,4400000000,4412500000,4412500000," ","minima quam modi",GCA,"Support Request",Yes,"Presence of landmines and/or EWRs"," "," ",IDP,128," ","Livelihoods/Early Recovery","temporibus aut occaecati",Yes,"sequi sed itaque magni tempore hic laboriosam alias",59,"Addressed but unresolved",2016-05-17,86,"cupiditate repudiandae voluptates",http://www.malone.net/,"Delectus perspiciatis alias excepturi. Blanditiis nam id dolore quae. Voluptatem fuga voluptates voluptatum sunt quisquam nisi fugit.",49.021,38.366
2016-06-22,Donetska,Makiivska,Huselske,1400000000,1413500000,1413569500,"harum recusandae perferendis"," ",GCA,"Need Overview",No,"Access to NFI","Sit temporibus inventore consequuntur pariatur sed beatae. Assumenda repellendus non maxime aut ex corporis.","Nam commodi dolore suscipit at et. Labore quibusdam magnam ut aut veritatis.",Community,118," ","Livelihoods/Early Recovery","error aperiam alias",No," ",14,"Addressed but unresolved",2016-07-12,93," ",http://www.simon.com/blog/about.html," ",47.996,38.113
2015-10-10,Donetska,Makiivska,Zemlianky,1400000000,1413500000,1413565300," "," ",GCA,"Need Overview",No,"Access to humanitarian assistance"," "," ",NDP,106,"doloribus omnis debitis","Water Sanitation Hygiene"," ",Yes," ",30,"Addressed but unresolved",2016-03-17,71,"consectetur earum vitae",http://brown.com/home/,"Repellendus praesentium rerum deleniti minima magni vero. Vitae dignissimos eligendi tenetur quo vitae. Quos facere aut quaerat quisquam ab sapiente. Autem eaque quo corporis.",48.13,37.914
2016-02-29,Luhanska,Milovskyi,Khomynske,4400000000,4422800000,4422884406," "," ",GCA,"Need Overview",No,"Access to humanitarian assistance","Cupiditate commodi ab consectetur. Modi modi velit voluptatibus sint. Beatae ea voluptates enim distinctio dolores."," ",IDP,86," ","Food Security","iste necessitatibus eligendi",Yes," ",38,resolved,2016-03-24,85,"minima nesciunt eveniet"," "," ",49.545,40.064
2016-02-22,Donetska,Novohrodivska,Novohrodivka,1400000000,1413600000,1413600000," ","quaerat nisi quam",GCA,"Mine Risk",Yes,"Access to water"," "," ",NDP,23," ",Protection,"exercitationem ipsa et",No,"laboriosam ullam odio accusamus nemo reiciendis earum optio",22,"Not addressed",2016-05-15,19," ",http://www.nunez-castro.com/," ",48.2,37.341
2016-02-26,Luhanska,Svativskyi,Svystunivka,4400000000,4424000000,4424087501,"totam ad maxime","nihil odit laboriosam",NGCA,"Mine Risk",Yes,"Access to shelter"," "," ",Individuals,23,"libero quisquam praesentium",Logistics," ",Yes,"ab amet minus amet voluptatum quia deleniti sint",5,resolved,2016-05-29,22,"consequatur magnam facere"," "," ",49.481,38.324
